filename,decision,website
prodigypest_com_all_service_center_locations_pest_.png,LEAD,prodigypest.com.all.service.center.locations.pest.
qualityac_com.png,LEAD,qualityac.com
queenbeemaids_com.png,LEAD,queenbeemaids.com
rainierroofing_com.png,LEAD,rainierroofing.com
rebirthomeservices_com_commercial_and_house_cleani.png,LEAD,rebirthomeservices.com.commercial.and.house.cleani
rickettsroofing_com.png,LEAD,rickettsroofing.com
santosactampa_com.png,LEAD,santosactampa.com
signatureroofingsolutions_com_florida_1.png,LEAD,signatureroofingsolutions.com.florida.1
sunplumbing_septic_com__.png,LEAD,sunplumbing.septic.com..
tampabaygeneralcontractors_com.png,LEAD,tampabaygeneralcontractors.com
tampa_acservices_com.png,LEAD,tampa.acservices.com
tapspestservices_com.png,LEAD,tapspestservices.com
topcutlandscapingfl_com.png,LEAD,topcutlandscapingfl.com
topnotchartificialturf_com.png,LEAD,topnotchartificialturf.com
tpacleaning_com.png,LEAD,tpacleaning.com
trustconstructionsfl_com.png,LEAD,trustconstructionsfl.com
ultracoolair_com.png,LEAD,ultracoolair.com
